,articleID,authors,journal,number,pages,title,volume,year,citations,correspondingAuthor,keywords,reviewers,abstract,edition_year,conference,edition_id,edition_number,city,start_date,end_date,issn,volume_id
776,28881,Paul B. Thompson,Sci. Eng. Ethics,4.0,527-544,Agrarian Philosophy and Ecological Ethics.,14,2008,28962|28835|517|28871|28973|526|29012|86|505|29051,Paul B. Thompson,vulnerability|security policies|security policies|network security|threat detection|vulnerability,Eran Klein|Arie Rip|Bernd Page|Peter Sandøe|Aamir Raoof Memon,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",2008.0,ACL,ACL_40,40.0,London,24-12-2008,25-12-2008,98613495,98613495-14
777,28882,Margaret C. Thompson,Sci. Eng. Ethics,4.0,1217-1233,Critiquing the Concept of BCI Illiteracy.,25,2019,28673|132|28965|28916|28921|443,Margaret C. Thompson,machine learning|deep learning|reinforcement learning|neural networks|deep learning|knowledge representation,Carsten Damm|Vladimir Rykov|Craig Smith|Ritesh G. Menezes,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,98613495,98613495-25
778,28883,Frederik Voetmann Christiansen|Mikkel Willum Johansen,Sci. Eng. Ethics,2.0,1107-1128,Handling Anomalous Data in the Lab: Students' Perspectives on Deleting and Discarding.,26,2020,29062|527|28694|157|547|55|60|28999|200|82|227|28781|380,Frederik Voetmann Christiansen,threat detection|threat detection|cybersecurity,Klaus Jansen|Arif Sari|Dines Bjørner|Rudi Studer,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",2020.0,ACL,ACL_52,52.0,San Francisco,10-04-2020,12-04-2020,98613495,98613495-26
779,28884,Alejandra Boni|Carola Calabuig|José Javier Sastre,Sci. Eng. Ethics,6.0,1799-1815,Educating Engineers for the Public Good Through International Internships: Evidence from a Case Study at Universitat Politècnica de València.,25,2019,28713|119|29047,Carola Calabuig,malware analysis|cybercrime|risk management|network security|information security|vulnerability,D. Eberle|Rasheed Al Kotob|Amos Darko|Angi Voß|Jurate Lekstutiene,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",2019.0,AAAI,AAAI_51,51.0,Tokyo,11-01-2019,12-01-2019,98613495,98613495-25
780,28885,Neelke Doorn,Sci. Eng. Ethics,3.0,755-774,Governance Experiments in Water Management: From Interests to Building Blocks.,22,2016,28672|29029|29062|10|44|468|438|28757|28858|510,Neelke Doorn,deep learning|genetic algorithms|reinforcement learning|expert systems|natural language processing,E. F. Codd|Raymond E. Spier|Esther König|Bernice Simone Elger,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,98613495,98613495-22
781,28886,Scott D. Gelfand,Sci. Eng. Ethics,5.0,1513-1534,Using Insights from Applied Moral Psychology to Promote Ethical Behavior Among Engineering Students and Professional Engineers.,22,2016,28692|28839|28844|28976|438|28990|28739|460|465|100|28900|123|29038|379,Scott D. Gelfand,data querying|data management|big data|data modeling|data processing|data storage,Cameron Gordon|Jürgen Huschens|Angelika Storrer|Maartje G. H. Niezen,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",2016.0,AAAI,AAAI_48,48.0,Tokyo,04-06-2016,05-06-2016,98613495,98613495-22
782,28887,Jenny Krutzinna|Luciano Floridi|Mariarosaria Taddeo,Sci. Eng. Ethics,5.0,1357-1387,Enabling Posthumous Medical Data Donation: An Appeal for the Ethical Utilisation of Personal Health Data.,25,2019,28943|28705|430|28720|324|28743|80|28769|370|247,Luciano Floridi,penetration testing|vulnerability,Jochen Dörre|Egon Börger|Ivana Tadic|Peter Gritzmann|Anjali Truitt,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,98613495,98613495-25
783,28888,Robert Frodeman,Sci. Eng. Ethics,4.0,597-610,"Redefining Ecological Ethics: Science, Policy, and Philosophy at Cape Horn.",14,2008,28963|486|28838|29031|29103|28753|28819|86|28918|29049|28798,Robert Frodeman,information security|vulnerability|cybercrime,Hinrich Schütze|Christoph Meinel|Donald D. Chamberlin,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,98613495,98613495-14
784,28889,Aceil Al-Khatib|Jaime A. Teixeira da Silva,Sci. Eng. Ethics,6.0,1801-1804,"How are Editors Selected, Recruited and Approved?",23,2017,28674|269|28694|29081|421|29104|28853|28867|28744|339|220|28783|499,Aceil Al-Khatib,natural language processing|bayesian networks,Jochen Dörre|Alain Braillon|Magdy A. Kharoshah,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",2017.0,AAAI,AAAI_49,49.0,San Francisco,22-12-2017,26-12-2017,98613495,98613495-23
785,28890,John E. Dahlberg|Nancy M. Davidian,Sci. Eng. Ethics,4.0,713-735,Scientific Forensics: How the Office of Research Integrity can Assist Institutional Investigations of Research Misconduct During Oversight Review.,16,2010,454|237|28753|28948|28986,John E. Dahlberg,indexing|big data|data storage|data management|data storage,George Hanna|Harald Sack|Harald Sack|Toni Bollinger|Gurami Tsitsiashvili,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",2010.0,ACL,ACL_42,42.0,Tokyo,31-07-2010,04-08-2010,98613495,98613495-16
786,28891,Daniel Pallarés-Domínguez|Emilio Delgado López-Cózar|Ramón A. Feenstra,Sci. Eng. Ethics,3.0,33,Correction to: Research Misconduct in the Fields of Ethics and Philosophy: Researchers' Perceptions in Spain.,27,2021,28867|458|112|28892,Ramón A. Feenstra,natural language processing|natural language processing|machine learning|bayesian networks,Slawomir Letkiewicz|Hanne Marie Nielsen|Gregor Meyer|Jutta Kreiß,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",2021.0,AAAI,AAAI_53,53.0,Paris,14-06-2021,15-06-2021,98613495,98613495-27
787,28892,Chao Zuo|Haiyan Wang|Junwen Zhu|Weishu Liu 0001,Sci. Eng. Ethics,2.0,647-649,Is it Suitable for a Journal to Bid for Publishing a Review That is Likely to be Highly Cited?,25,2019,388|520|29068|495|28722|120,Weishu Liu 0001,indexing|data processing,Frederick Grinnell|Lothar Breuer|Harald Sack|Robert E. McGinn,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",2019.0,NeurIPS,NeurIPS_51,51.0,London,01-11-2019,06-11-2019,98613495,98613495-25
788,28893,Kewal Krishan|Neha Baryah|Richa Mukhra|Tanuj Kanchan,Sci. Eng. Ethics,4.0,1243-1246,Plagiarism in Student Research: Responsibility of the Supervisors and Suggestions to Ensure Plagiarism Free Research.,23,2017,483|29006,Neha Baryah,expert systems|expert systems|deep learning|machine learning,Yongmou Liu|Kurt Rothermel|Christos Makridis|Jinnie M. Garrett,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,98613495,98613495-23
789,28894,Louise Bezuidenhout,Sci. Eng. Ethics,6.0,1509-1523,Variations in Scientific Data Production: What Can We Learn from #Overlyhonestmethods?,21,2015,35|107|28827|150|442|28701,Louise Bezuidenhout,indexing|indexing|data querying|big data|data querying,Nader Navabi|Thomas Ludwig 0001|Clyde Briant,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",2015.0,ICML,ICML_47,47.0,Paris,18-03-2015,23-03-2015,98613495,98613495-21
790,28895,Alex John London|Frauke Hoss,Sci. Eng. Ethics,6.0,1761-1779,Assessing the Moral Coherence and Moral Robustness of Social Systems: Proof of Concept for a Graphical Models Approach.,22,2016,250|5,Alex John London,data modeling|indexing,Petra Ludewig|Roberta M. Berry|Elaine E. Englehardt,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,98613495,98613495-22
791,28896,Iñigo de Miguel Beriain,Sci. Eng. Ethics,4.0,1257-1258,Gene Editing and the Slippery Slope Argument: Should We Fix the Enhancement/Therapy Distinction as the Definitive Boundary?,25,2019,29088|59|28686|29104|406|28694|28763|28925,Iñigo de Miguel Beriain,network security|network security|vulnerability|network security|security policies|threat detection,P. Klug-Lier|Manuel Guerrero|Bernd Walter,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",2019.0,ACL,ACL_51,51.0,Tokyo,16-03-2019,19-03-2019,98613495,98613495-25
792,28897,Adèle Paul-Hus|Bryn Williams-Jones|Cassidy R. Sugimoto|David B. Resnik|Elena Diller|Elise Smith|Katie Caudle|Min Shi|Vincent Larivière|Zubin Master,Sci. Eng. Ethics,4.0,1995-2022,Researchers' Perceptions of Ethical Authorship Distribution in Collaborative Research Teams.,26,2020,288|293|28729|29009|28893|28771|28903|28778|495|499,Elena Diller,deep learning|bayesian networks|reinforcement learning|reinforcement learning|machine learning|natural language processing,Somsri Wiwanitkit|Stefan Böttcher|Cathal D. O'Connell|Jörg Heinrich,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",2020.0,AAAI,AAAI_52,52.0,San Francisco,20-01-2020,23-01-2020,98613495,98613495-26
793,28898,Marzieh Morovati|Mohammadamin Erfanmanesh,Sci. Eng. Ethics,5.0,1665-1667,Interlocking Editorships in Scientific Journals.,24,2018,29058|28702,Marzieh Morovati,data processing|data modeling,Huda Fatima|Petra Scheffler|Friedemann Leibfritz|Helmut Seidl|Christoph Beierle,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",2018.0,ICML,ICML_50,50.0,Tokyo,31-10-2018,04-11-2018,98613495,98613495-24
794,28899,Daniela Glavanicová|Matteo Pascucci,Sci. Eng. Ethics,6.0,72,Correctness and Completeness of Programming Instructions for Traffic Circulation.,27,2021,167|28912|187,Matteo Pascucci,machine learning|machine learning|knowledge representation|bayesian networks|knowledge representation|bayesian networks,Kokab Khalili Paji|Tim Brown|Jason Borenstein,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",2021.0,NeurIPS,NeurIPS_53,53.0,New York,09-04-2021,12-04-2021,98613495,98613495-27
795,28900,Aurelia Tamò-Larrieux|Christoph Lutz|Eduard Fosch-Villaronga|Heike Felzmann,Sci. Eng. Ethics,6.0,3333-3361,Towards Transparency by Design for Artificial Intelligence.,26,2020,28962|421|28711|28878|28913|28983|505|347|28729,Heike Felzmann,neural networks|knowledge representation|expert systems|genetic algorithms,Markus Roters|Petra Ludewig|Daniela Glavanicová|Mohamed Abioui|Stefka Schmid,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",2020.0,ICML,ICML_52,52.0,San Francisco,17-03-2020,18-03-2020,98613495,98613495-26
796,28901,Valérie Racine,Sci. Eng. Ethics,3.0,35,Can Blockchain Solve the Dilemma in the Ethics of Genomic Biobanks?,27,2021,577|201|78|29083|317,Valérie Racine,big data|data modeling|indexing|indexing|data storage,Rolf Mayer|R. J. Gardner|Kyle Ferguson|Michael Ley|Karin Neuhold,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,98613495,98613495-27
797,28902,Amin Asadi|Fahime Asadi|Kokab Khalili Paji|Meisam Asadi|Nader Rahbar,Sci. Eng. Ethics,1.0,305-308,Online-Based Approaches to Identify Real Journals and Publishers from Hijacked Ones.,23,2017,29060,Meisam Asadi,security policies|malware analysis|information security|threat detection|threat detection|cybersecurity,Kai-Uwe Carstensen|Cassidy R. Sugimoto|Robert Evans|Mette Ebbesen,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,98613495,98613495-23
798,28903,Mark S. Davis|Michelle Riske-Morris|Sebastian R. Diaz,Sci. Eng. Ethics,4.0,395-414,Causal Factors Implicated in Research Misconduct: Evidence from ORI Case Files.,13,2007,28863|577|28996|28680|29070|28946|180|28917|29078|28725|511,Sebastian R. Diaz,security policies|threat detection,Markus Müller-Olm|Vojtech Stehel|Rockwell F. Clancy|Andreas Arning|Norbert Th. Müller,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,98613495,98613495-13
799,28904,Gardar Arnason,Sci. Eng. Ethics,4.0,2277-2293,The Emergence and Development of Animal Research Ethics: A Review with a Focus on Nonhuman Primates.,26,2020,294|28752|274|221,Gardar Arnason,data modeling|data processing,Marek Vochozka|Friedemann Leibfritz|Mark Coeckelbergh|Darren Schreiber|Shahryar Sorooshian,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",2020.0,ICML,ICML_52,52.0,San Francisco,17-03-2020,18-03-2020,98613495,98613495-26
800,28905,Janice M. Ballou|Sandra L. Titus,Sci. Eng. Ethics,3.0,1267-1281,Faculty Members' Perceptions of Advising Versus Mentoring: Does the Name Matter?,19,2013,28776|28814|176|28788|126|29023,Janice M. Ballou,information security|penetration testing|threat detection|network security|malware analysis|information security,Anna Bernasconi 0001|Christoph Meinel|Mariarosaria Taddeo|Helmut Seidl,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",2013.0,AAAI,AAAI_45,45.0,Paris,13-01-2013,15-01-2013,98613495,98613495-19
801,28906,Earl D. McCoy|Kristin Berry,Sci. Eng. Ethics,4.0,505-521,Using an Ecological Ethics Framework to Make Decisions about the Relocation of Wildlife.,14,2008,28800|29060|28677|28817|29077|28831|29097|28843|28720|186|28864|28865|29002|29008|28886|28791|98|28783|28916|28919,Earl D. McCoy,data modeling|data processing|big data|indexing|data querying,Raymond E. Spier|Guido Nicolosi|Rob Lawlor|Mariarosaria Taddeo,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",2008.0,CVPR,CVPR_40,40.0,Paris,04-08-2008,07-08-2008,98613495,98613495-14
802,28907,Angelina Patrick Olesen|Latifah Amin|Siti Nurani Mohd Nor,Sci. Eng. Ethics,1.0,133-146,Attitudes Toward Pre-implantation Genetic Diagnosis (PGD) for Genetic Disorders Among Potential Users in Malaysia.,22,2016,28689|150|292|422|59|28732|69|335|215|345|96|363|29038|28913|246|28798,Siti Nurani Mohd Nor,machine learning|genetic algorithms|natural language processing|computer vision|genetic algorithms,Christine Killoran|William J. Frey|Judy Illes|Krishna G. Kulkarni|Wei Zhou 0006,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,98613495,98613495-22
803,28908,Dena Plemmons|Michael W. Kalichman|Monica Sweet,Sci. Eng. Ethics,5.0,1085-1093,Standards of Scientific Conduct: Disciplinary Differences.,21,2015,29059|29070|146|413|428|28729|28989|28735|28866|330|82|29014|28888|28889|29018|28895|28921,Michael W. Kalichman,computer vision|deep learning|reinforcement learning,Egon Börger|Kathryn J. Boor|Daniel Görgen|Vincent Richman|M. Nast,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,98613495,98613495-21
804,28909,Brice Laurent,Sci. Eng. Ethics,4.0,649-666,Technologies of Democracy: Experiments and Demonstrations.,17,2011,28960|69,Brice Laurent,knowledge representation|deep learning,Thomas Burger|Christoph Beierle|Howard J. Curzer|Birgit Wesche,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",2011.0,ICML,ICML_43,43.0,London,24-05-2011,29-05-2011,98613495,98613495-17
805,28910,Herman Paul,Sci. Eng. Ethics,5.0,1379-1392,The Scientific Self: Reclaiming Its Place in the History of Research Ethics.,24,2018,408|28826|299|47|28855|28859|28878|29007|28754|28764|92|239|28925,Herman Paul,data modeling|data querying|data management|data processing|data management|indexing,Jaime A. Teixeira da Silva|George C. Banks|Lothar Breuer,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,98613495,98613495-24
806,28911,Dorthie Cross|Michael J. Kuhar,Sci. Eng. Ethics,3.0,677-684,Collegial Ethics: Supporting Our Colleagues.,19,2013,29032|28685|29072|407|28762,Dorthie Cross,reinforcement learning|neural networks|genetic algorithms|natural language processing|genetic algorithms|genetic algorithms,Michael W. Kalichman|Christoph Lutz|Lee Vinsel|Klaus Jansen|Anna Slobodová,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,98613495,98613495-19
807,28912,Maru Mormina,Sci. Eng. Ethics,3.0,671-692,"Science, Technology and Innovation as Social Goods for Development: Rethinking Research Capacity Building from Sen's Capabilities Approach.",25,2019,28691|93,Maru Mormina,expert systems|knowledge representation|machine learning|deep learning|expert systems,Friedemann Leibfritz|Harald Sack|Louise Bernier|Manuel Guerrero,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",2019.0,CVPR,CVPR_51,51.0,Tokyo,11-01-2019,13-01-2019,98613495,98613495-25
808,28913,Sven Ove Hansson,Sci. Eng. Ethics,1.0,105-120,The Ethics of Doing Ethics.,23,2017,522|29077|282|28700|295|28844|28986|28998|28898|28904|365|28783,Sven Ove Hansson,big data|data processing|data management,Helen Morley|Amy G. Buhler|Oronzo Parlangeli|Raymond A. Lorie|Michael D. Mumford,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,98613495,98613495-23
809,28914,Christos Makridis,Sci. Eng. Ethics,3.0,1017-1038,Converging Technologies: A Critical Analysis of Cognitive Enhancement for Public Policy Application.,19,2013,28683|29070|28947|553|426|29099|28844|439|442|28862|28996|28885|28886|28769|28905|28781|28786|28917,Christos Makridis,risk management|risk management|cybercrime|vulnerability|threat detection|security policies,Christoph Meinel|Judy Illes|Patricia Ann Mabrouk|Peter Gritzmann,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",2013.0,NeurIPS,NeurIPS_45,45.0,Paris,13-06-2013,16-06-2013,98613495,98613495-19
810,28915,Alexandra Kapeller|Ann-Marie Hughes|Eduard Fosch-Villaronga|Heike Felzmann,Sci. Eng. Ethics,6.0,3229-3247,"A Taxonomy of Ethical, Legal and Social Implications of Wearable Robots: An Expert Perspective.",26,2020,28938|413|431|28730|66|462|486|29034|496|29048,Eduard Fosch-Villaronga,reinforcement learning|deep learning|reinforcement learning|reinforcement learning|genetic algorithms,Abeer M. Rababa'h|Christoph Meinel|Mark S. Davis|Søren Holm,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,98613495,98613495-26
811,28916,Aamir Raoof Memon|Martina Mavrinac,Sci. Eng. Ethics,2.0,1067-1088,"Knowledge, Attitudes, and Practices of Plagiarism as Reported by Participants Completing the AuthorAID MOOC on Research Writing.",26,2020,28999|369|475,Martina Mavrinac,reinforcement learning|reinforcement learning|expert systems|bayesian networks|expert systems,Holger Class|Gert Smolka|Walter G. Olthoff|Stefan Böttcher,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",2020.0,NeurIPS,NeurIPS_52,52.0,San Francisco,23-04-2020,27-04-2020,98613495,98613495-26
812,28917,Charles Verharen|Flordeliz Bugarin|Gada F. Kadoda|George Middendorf|John Tharakan|Joseph Fortunak,Sci. Eng. Ethics,1.0,135-154,Survival Ethics in the Real World: The Research University and Sustainable Development.,20,2014,104|499|25|28698|28829,Charles Verharen,data modeling|data processing|data querying,H. Raymond Strong|Svetlana Stojkov|Gudrun Klose|Matthias Krause 0001,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",2014.0,NeurIPS,NeurIPS_46,46.0,Tokyo,03-08-2014,04-08-2014,98613495,98613495-20
813,28918,Arleen Salles|Kathinka Evers|Michele Farisco,Sci. Eng. Ethics,5.0,2413-2425,Towards Establishing Criteria for the Ethical Analysis of Artificial Intelligence.,26,2020,28804|29062|28937|28832|42|28718|438|439|28729|323|29022|354|377,Michele Farisco,threat detection|security policies|network security|vulnerability,George Wang|Volker Schulz 0001|Jim Melton,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",2020.0,ICML,ICML_52,52.0,San Francisco,17-03-2020,18-03-2020,98613495,98613495-26
814,28919,Shunhai Qu|Viroj Wiwanitkit,Sci. Eng. Ethics,4.0,1151,Fake Identities in Social Network Research: To Be Disclosed?,20,2014,29090|28971|28750|28722|28949,Viroj Wiwanitkit,data management|data processing|data modeling,Ulrich Hertrampf|Peter H. Schmitt|Jaime A. Teixeira da Silva,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,98613495,98613495-20
815,28920,Jason Borenstein|Julie L. Swann|Matthew J. Drake|Robert Kirkman,Sci. Eng. Ethics,2.0,387-407,The Engineering and Science Issues Test (ESIT): A Discipline-Specific Approach to Assessing Moral Judgment.,16,2010,,Jason Borenstein,natural language processing|machine learning,Christoph Meinel|Haiyan Wang|Peter H. Schmitt,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,98613495,98613495-16
816,28921,Anna Krizanova|Erika Spuchlakova|Jana Kliestikova|Pavol Kral|Tatiana Corejova,Sci. Eng. Ethics,2.0,755-767,Subsidies to Increase Remote Pollution?,24,2018,10|28812|29069|292|28711|29101|28990|451|72|29006|29010|28887|28920|382,Anna Krizanova,natural language processing|deep learning|knowledge representation|natural language processing|reinforcement learning,Helmut Seidl|George R. Hoffmann|Rita Ley,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,98613495,98613495-24
817,28922,Bor Luen Tang,Sci. Eng. Ethics,3.0,1873-1874,Can Ethics be Based on Science?,26,2020,12|149|28965|424|46|28719|178|456|337|28885|28757|28899|28777|29037,Bor Luen Tang,data querying|data storage|big data|data processing|data modeling,Giovanni M. Pes|Hong Chen|Anders Braarud Hanssen|Christoph Meinel,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,98613495,98613495-26
818,28923,Brett S. Torrence|E. Michelle Todd|Logan L. Watts|Megan R. Turner|Michael D. Mumford|Shane Connelly|Tyler J. Mulhearn,Sci. Eng. Ethics,6.0,1719-1754,A Meta-analytic Comparison of Face-to-Face and Online Delivery in Ethics Instruction: The Case for a Hybrid Approach.,23,2017,195|28741|28678|28680|29097|14|28887|28922,Shane Connelly,deep learning|neural networks|bayesian networks,Udo Pletat|Miguel Roig|Behzad Ataie-Ashtiani,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",2017.0,ACL,ACL_49,49.0,Tokyo,11-08-2017,14-08-2017,98613495,98613495-23
819,28924,Georgina Voss,Sci. Eng. Ethics,3.0,1375-1393,"Gaming, Texting, Learning? Teaching Engineering Ethics Through Students' Lived Experiences With Technology.",19,2013,545|28706|28742|28680|28744|28813|47|28688|28985|28734,Georgina Voss,data storage|data storage,Irving L. Traiger|Pasquale Gaudio|Valentina Nisi,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,98613495,98613495-19
820,28925,Jakob Stenseke,Sci. Eng. Ethics,3.0,24,Interdisciplinary Confusion and Resolution in the Context of Moral Machines.,28,2022,513|28686|29086|164|295|427|53|319|90|111,Jakob Stenseke,knowledge representation|knowledge representation|natural language processing,John Harlow|Javad Yahaghi|Bernd I. Dahn|Ulrike Weiland,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,98613495,98613495-28
821,28926,Neelke Doorn|Shan Jing,Sci. Eng. Ethics,1.0,233-253,Engineers' Moral Responsibility: A Confucian Perspective.,26,2020,136|29076|404|160|174|28852|28981|439|318|324|29001|353|491,Neelke Doorn,indexing|indexing,Thomas Ludwig 0001|Nader Rahbar|Jochen Bern,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,98613495,98613495-26
822,28927,Kenneth V. Iserson,Sci. Eng. Ethics,3.0,289-295,Has Emergency Medicine Research Benefited Patients? An Ethical Question.,13,2007,29096|500|28696|28671,Kenneth V. Iserson,malware analysis|cybercrime|vulnerability|security policies|threat detection,Orlando Cenciarelli|Thomas Ludwig 0001|Jurate Lekstutiene|Christoph Beierle|Ulrich Holtmann,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,98613495,98613495-13
823,28928,Bernice S. Elger|David M. Shaw|Isabelle Wienand|Milenko Rakic|Rebecca Nast,Sci. Eng. Ethics,2.0,375-388,Autonomy and Fear of Synthetic Biology: How Can Patients' Autonomy Be Enhanced in the Field of Synthetic Biology? A Qualitative Study with Stable Patients.,23,2017,387|28816|29082|544|294|60|28749|468|477|28771|235|504,Milenko Rakic,neural networks|deep learning|neural networks|reinforcement learning,Aditya V. Nori|Manfred Laumen|Raheleh Heidari Feidt|Mirko Savic|Khaled Moustafa,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,98613495,98613495-23
824,28929,Betty B. Chaar|Iman A. Basheti|Leen B. Fino,Sci. Eng. Ethics,5.0,2809-2834,Exploring Ethical Pharmacy Practice in Jordan.,26,2020,515|28806|16|28951|547|28963|40|28723|28730|28885|29024|253|28799,Betty B. Chaar,data modeling|data modeling|data storage|big data|data processing,Tanuj Kanchan|Thomas R. Scott|Andreas Neumann 0001,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,98613495,98613495-26
825,28930,Joe Giffels|Sara H. Vollmer|Stephanie J. Bird,Sci. Eng. Ethics,4.0,631-637,Editors' Overview: Topics in the Responsible Management of Research Data.,16,2010,246,Joe Giffels,indexing|indexing|data modeling,Mohamed Abioui|Markus Müller-Olm|Ana Mlinaric,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,98613495,98613495-16
